,name,distance,mass,discovery_date,planet_type,planet_radius_in_unit,mass_of_hoststar.1,goldilock,gravity
1603,Kepler-1137 b,3167.0,5.48 Earths,2016,Neptune-like,0.194,0.69,False,145.60527154851738
1604,Kepler-1138 b,3591.0,3.53 Earths,2016,Super Earth,0.071,0.81,False,700.2578853402104
1605,Kepler-1139 b,1810.0,1.81 Earths,2016,Super Earth,0.142,1.04,False,89.7639357270383
1606,Kepler-113 b,862.0,11.7 Earths,2014,Super Earth,0.21,0.83,False,265.30612244897964
1607,Kepler-113 c,862.0,8.7 Earths,2014,Neptune-like,0.176,0.9,False,280.8626033057851
1608,Kepler-1140 b,2143.0,8.1 Earths,2016,Neptune-like,0.236,0.81,False,145.43234702671646
1609,Kepler-1141 b,1191.0,0.477 Earths,2016,Terrestrial,0.165,0.94,False,17.52066115702479
1610,Kepler-1142 b,2274.0,2.76 Earths,2016,Super Earth,0.146,0.68,False,129.48020266466503
1611,Kepler-1143 b,2062.0,3.43 Earths,2016,Super Earth,0.196,1.84,False,89.28571428571428
1612,Kepler-1143 c,2062.0,12.6 Earths,2016,Neptune-like,0.152,0.92,False,545.3601108033241
1613,Kepler-1144 b,3301.0,4.62 Earths,2016,Super Earth,0.106,0.91,False,411.1783552865789
1614,Kepler-1145 b,2329.0,2.54 Earths,2016,Super Earth,0.112,0.67,False,202.4872448979592
1615,Kepler-1146 b,2264.0,2.04 Earths,2016,Super Earth,0.143,0.67,False,99.76037948065922
1616,Kepler-1147 b,4815.0,7.32 Earths,2016,Neptune-like,0.226,0.67,False,143.31584305740463
1617,Kepler-1148 b,2225.0,3.5 Earths,2016,Super Earth,0.247,0.73,False,57.36858496287433
1618,Kepler-1149 b,3337.0,2.67 Earths,2016,Super Earth,0.073,1.07,False,501.0320885719648
1619,Kepler-114 b,853.0,6.8 Earths,2014,Super Earth,0.131,0.96,False,396.24730493560975
1620,Kepler-114 c,853.0,2.8 Earths,2013,Super Earth,0.149,0.77,False,126.12044502499889
1621,Kepler-114 d,853.0,3.9 Earths,2013,Neptune-like,0.321,0.77,False,37.84901155850584
1622,Kepler-1150 b,1217.0,1.04 Earths,2016,Super Earth,0.178,0.96,False,32.82413836636789
1623,Kepler-1151 b,2489.0,5.56 Earths,2016,Neptune-like,0.125,0.75,False,355.84
1624,Kepler-1152 b,600.0,0.59 Earths,2016,Terrestrial,0.11,0.7,False,48.7603305785124
1625,Kepler-1153 b,3865.0,3.64 Earths,2016,Super Earth,0.233,1.14,False,67.04857337582199
1626,Kepler-1154 b,4994.0,6.08 Earths,2016,Neptune-like,0.151,0.77,False,266.6549712731898
1627,Kepler-1154 c,4994.0,6.17 Earths,2016,Neptune-like,0.128,1.01,False,376.5869140625
1628,Kepler-1155 b,3220.0,4.78 Earths,2016,Super Earth,0.097,1.21,False,508.0242321181847
1629,Kepler-1156 b,2476.0,2.3 Earths,2016,Super Earth,0.232,1.21,False,42.73186682520808
1630,Kepler-1157 b,1129.0,1.32 Earths,2016,Super Earth,0.091,0.72,False,159.40103852191766
1631,Kepler-1158 b,4104.0,6.08 Earths,2016,Neptune-like,0.198,0.85,False,155.08621569227628
1632,Kepler-1159 b,4038.0,6.21 Earths,2016,Neptune-like,0.078,0.53,False,1020.7100591715975
1633,Kepler-115 b,2071.0,1.32 Earths,2014,Super Earth,0.154,0.88,False,55.65862708719852
1634,Kepler-115 c,2071.0,7.27 Earths,2014,Neptune-like,0.209,1.43,False,166.43391863739384
1635,Kepler-1160 b,4218.0,5.22 Earths,2016,Neptune-like,0.211,1.43,False,117.24804025066824
1636,Kepler-1161 b,1396.0,5.18 Earths,2016,Neptune-like,0.181,1.03,False,158.11483165959524
1637,Kepler-1162 b,3226.0,5.52 Earths,2016,Neptune-like,0.118,1.0,False,396.4378052283827
1638,Kepler-1163 b,1589.0,1.08 Earths,2016,Super Earth,0.097,0.71,False,114.7837177170794
1639,Kepler-1164 b,1458.0,1.46 Earths,2016,Super Earth,0.209,1.95,False,33.424143220164375
1640,Kepler-1165 b,3526.0,3.02 Earths,2016,Super Earth,0.211,1.28,False,67.83315738640192
1641,Kepler-1166 b,2114.0,3.5 Earths,2016,Super Earth,0.305,1.45,False,37.624294544477294
1642,Kepler-1167 b,2645.0,3.57 Earths,2016,Super Earth,0.205,1.45,False,84.94943486020227
1643,Kepler-1168 b,2972.0,6.8 Earths,2016,Neptune-like,0.191,0.89,False,186.3983991666895
1644,Kepler-1169 b,1755.0,0.779 Earths,2016,Terrestrial,0.19,0.57,False,21.57894736842105
1645,Kepler-116 b,3203.0,11.6 Earths,2014,Neptune-like,0.197,0.84,False,298.89973975108865
1646,Kepler-116 c,3203.0,5.9 Earths,2014,Neptune-like,0.092,1.35,False,697.0699432892251
1647,Kepler-1170 b,2972.0,6.39 Earths,2016,Neptune-like,0.1,0.79,False,638.9999999999999
1648,Kepler-1171 b,2006.0,7.08 Earths,2016,Neptune-like,0.138,1.18,False,371.7706364209199
1649,Kepler-1172 b,4215.0,10.3 Earths,2016,Neptune-like,0.151,0.86,False,451.73457304504194
1650,Kepler-1173 b,1311.0,0.64 Earths,2016,Terrestrial,0.153,0.75,False,27.33991199965825
1651,Kepler-1174 b,2704.0,3.15 Earths,2016,Super Earth,0.223,0.82,False,63.34332079872911
1652,Kepler-1175 b,4058.0,9.22 Earths,2016,Neptune-like,0.084,1.23,False,1306.6893424036282
1653,Kepler-1176 b,3337.0,6.57 Earths,2016,Neptune-like,0.719,1.61,False,12.708889065132574
1654,Kepler-1177 b,2704.0,4.27 Earths,2016,Super Earth,1.101,1.61,False,3.5225181302440767
1655,Kepler-1178 b,1096.0,1.24 Earths,2016,Super Earth,0.215,0.76,False,26.82531097890752
1656,Kepler-1179 b,1481.0,2.3 Earths,2016,Super Earth,0.228,1.95,False,44.24438288704216
1657,Kepler-117 b,4665.0,29.875 Earths,2014,Neptune-like,0.285,0.89,False,367.80547860880273
1658,Kepler-117 c,4665.0,1.84 Jupiters,2014,Gas Giant,0.079,0.82,False,93701.137638199
1659,Kepler-1180 b,4188.0,4.62 Earths,2016,Super Earth,0.142,1.04,False,229.12120610989885
1660,Kepler-1181 b,2828.0,3.09 Earths,2016,Super Earth,0.267,0.86,False,43.34469553507553
1661,Kepler-1182 b,4104.0,6.39 Earths,2016,Neptune-like,0.219,1.02,False,133.23325201726402
1662,Kepler-1183 b,4495.0,8.35 Earths,2016,Neptune-like,0.17,0.97,False,288.9273356401383
1663,Kepler-1184 b,3892.0,7.65 Earths,2016,Neptune-like,0.095,0.75,False,847.6454293628809
1664,Kepler-1185 b,966.0,2.33 Earths,2016,Super Earth,0.118,0.81,False,167.33697213444415
1665,Kepler-1186 b,3627.0,5.6 Earths,2016,Neptune-like,0.175,1.09,False,182.8571428571429
1666,Kepler-1187 b,3357.0,7.32 Earths,2016,Neptune-like,0.685,1.09,False,15.600191805636952
1667,Kepler-1188 b,3921.0,4.98 Earths,2016,Super Earth,0.178,1.14,False,157.1771241004924
1668,Kepler-1189 b,2880.0,3.78 Earths,2016,Super Earth,0.14,1.3,False,192.85714285714283
1669,Kepler-118 b,1904.0,4.5 Earths,2014,Super Earth,0.215,1.05,False,97.34991887506762
1670,Kepler-118 c,1904.0,0.144 Jupiters,2014,Gas Giant,0.252,0.99,False,720.6802721088434
1671,Kepler-1190 b,1253.0,2.33 Earths,2016,Super Earth,0.239,1.07,False,40.79060240542008
1672,Kepler-1191 b,2858.0,2.89 Earths,2016,Super Earth,0.119,0.87,False,204.0816326530613
1673,Kepler-1192 b,3614.0,6.17 Earths,2016,Neptune-like,0.199,0.93,False,155.80414635994038
1674,Kepler-1193 b,2267.0,2.3 Earths,2016,Super Earth,0.233,1.09,False,42.365856803404
1675,Kepler-1194 b,2009.0,2.89 Earths,2016,Super Earth,0.186,1.06,False,83.53566886345241
1676,Kepler-1195 b,2649.0,4.98 Earths,2016,Super Earth,0.158,1.16,False,199.4872616567858
1677,Kepler-1196 b,3086.0,5.6 Earths,2016,Neptune-like,0.321,0.84,False,54.347298648110936
1678,Kepler-1197 b,1647.0,2.1 Earths,2016,Super Earth,0.082,0.84,False,312.3140987507436
1679,Kepler-1198 b,2535.0,2.76 Earths,2016,Super Earth,0.119,0.72,False,194.90149000776785
1680,Kepler-1199 b,1761.0,1.6 Earths,2016,Super Earth,0.135,0.81,False,87.79149519890261
1681,Kepler-119 b,2336.0,12.6 Earths,2014,Neptune-like,0.211,0.83,False,283.01251094988885
1682,Kepler-119 c,2336.0,0.721 Earths,2014,Terrestrial,0.118,1.21,False,51.78109738580868
1683,Kepler-11 b,2148.0,1.9 Earths,2010,Terrestrial,0.135,0.92,False,104.25240054869684
1684,Kepler-11 c,2148.0,2.9 Earths,2010,Neptune-like,0.186,0.71,False,83.82471962076539
1685,Kepler-11 d,2148.0,7.3 Earths,2010,Neptune-like,0.199,0.97,False,184.33877932375444
1686,Kepler-11 e,2148.0,8 Earths,2010,Neptune-like,0.112,0.72,False,637.7551020408163
1687,Kepler-11 f,2148.0,2 Earths,2010,Neptune-like,0.131,0.9,False,116.54332498106167
1688,Kepler-11 g,2148.0,25 Earths,2010,Neptune-like,0.103,1.17,True,2356.4897728343863
1689,Kepler-1200 b,1889.0,1.2 Earths,2016,Super Earth,1.754,1.48,False,0.3900516038271863
1690,Kepler-1201 b,3921.0,5.86 Earths,2016,Neptune-like,0.192,0.53,False,158.96267361111111
1691,Kepler-1202 b,4544.0,8.96 Earths,2016,Neptune-like,0.136,0.53,False,484.4290657439447
1692,Kepler-1203 b,877.0,1.2 Earths,2016,Super Earth,0.095,0.7,False,132.96398891966757
1693,Kepler-1204 b,4182.0,9.53 Earths,2016,Neptune-like,0.204,1.24,False,228.99846212995004
1694,Kepler-1205 b,2499.0,2.57 Earths,2016,Super Earth,0.262,1.04,False,37.43954315016607
1695,Kepler-1206 b,2632.0,3.33 Earths,2016,Super Earth,0.095,0.61,False,368.9750692520776
1696,Kepler-1207 b,3086.0,3.26 Earths,2016,Super Earth,0.272,1.03,False,44.06358131487889
1697,Kepler-1208 b,2861.0,5.99 Earths,2016,Neptune-like,0.126,0.81,False,377.2990677752582
1698,Kepler-1209 b,1820.0,2.89 Earths,2016,Super Earth,0.146,0.75,False,135.5789078626384
1699,Kepler-120 b,1282.0,8.5 Earths,2014,Super Earth,0.145,1.06,False,404.28061831153394
1700,Kepler-120 c,1282.0,2.96 Earths,2014,Super Earth,0.207,0.76,False,69.07979182711382
1701,Kepler-1210 b,3768.0,3.53 Earths,2016,Super Earth,0.135,1.38,False,193.68998628257884
1702,Kepler-1211 b,4847.0,7.04 Earths,2016,Neptune-like,0.209,0.7,False,161.1684714177789
1703,Kepler-1212 b,4254.0,5.22 Earths,2016,Neptune-like,0.203,0.7,False,126.67135819845178
1704,Kepler-1213 b,2234.0,1.81 Earths,2016,Super Earth,0.152,0.92,False,78.34141274238227
1705,Kepler-1214 b,2469.0,6.17 Earths,2016,Neptune-like,0.227,0.94,False,119.73839973607092
1706,Kepler-1215 b,2287.0,1.98 Earths,2016,Super Earth,0.191,1.15,False,54.27482799265371
1707,Kepler-1216 b,3666.0,2.51 Earths,2016,Super Earth,0.106,1.21,False,223.3891064435742
1708,Kepler-1217 b,4446.0,4.62 Earths,2016,Super Earth,0.211,0.8,False,103.77125401495924
1709,Kepler-1218 b,2176.0,2.67 Earths,2016,Super Earth,0.109,0.93,False,224.72855820217157
1710,Kepler-1219 b,2029.0,5.14 Earths,2016,Neptune-like,0.124,0.98,False,334.28720083246617
1711,Kepler-121 b,1690.0,6.08 Earths,2014,Neptune-like,0.178,1.08,False,191.89496275722763
1712,Kepler-121 c,1690.0,5.77 Earths,2014,Neptune-like,0.128,1.1,False,352.1728515625
1713,Kepler-1220 b,3125.0,2.92 Earths,2016,Super Earth,0.189,1.94,False,81.74463200918227
1714,Kepler-1221 b,2965.0,4.19 Earths,2016,Super Earth,0.209,1.22,False,95.9227123921156
1715,Kepler-1222 b,1484.0,0.418 Earths,2016,Terrestrial,0.524,1.22,False,1.5223471825651185
1716,Kepler-1223 b,1484.0,1.98 Earths,2016,Super Earth,0.196,1.22,False,51.54102457309454
1717,Kepler-1224 b,1885.0,2.33 Earths,2016,Super Earth,0.232,1.22,False,43.28923900118906
1718,Kepler-1225 b,4048.0,3.97 Earths,2016,Super Earth,0.156,1.22,False,163.1328073635766
1719,Kepler-1226 b,2541.0,2.7 Earths,2016,Super Earth,0.136,0.99,False,145.977508650519
1720,Kepler-1227 b,2176.0,5.86 Earths,2016,Neptune-like,0.168,0.82,False,207.624716553288
1721,Kepler-1228 b,1784.0,2.99 Earths,2016,Super Earth,0.07,0.8,False,610.204081632653
1722,Kepler-1229 b,770.0,2.54 Earths,2016,Super Earth,0.109,0.75,False,213.78671828970627
1723,Kepler-122 b,3453.0,6.08 Earths,2014,Neptune-like,0.119,1.22,False,429.3482098721842
1724,Kepler-122 c,3453.0,29 Earths,2014,Neptune-like,0.162,1.19,False,1105.0144795000765
1725,Kepler-122 d,3453.0,5.48 Earths,2014,Neptune-like,0.129,1.02,False,329.3071329847966
1726,Kepler-122 e,3453.0,27.7 Earths,2014,Neptune-like,0.204,0.95,False,665.6093810073049
1727,Kepler-122 f,3453.0,36 Earths,2014,Super Earth,0.137,0.74,False,1918.0563695455264
1728,Kepler-1230 b,4674.0,7.8 Earths,2016,Neptune-like,0.125,0.51,False,499.2
1729,Kepler-1231 b,3092.0,2.6 Earths,2016,Super Earth,0.262,1.26,False,37.876580618845054
1730,Kepler-1232 b,2414.0,4.38 Earths,2016,Super Earth,0.132,1.26,False,251.3774104683195
1731,Kepler-1233 b,4179.0,7.27 Earths,2016,Neptune-like,0.242,1.08,False,124.1376955126016
1732,Kepler-1234 b,2825.0,8.3 Earths,2016,Neptune-like,0.127,1.0,False,514.6010292020584
1733,Kepler-1235 b,1739.0,0.418 Earths,2016,Terrestrial,0.172,0.89,False,14.129259058950783
1734,Kepler-1236 b,3516.0,5.22 Earths,2016,Neptune-like,0.232,1.25,False,96.98275862068964
1735,Kepler-1237 b,3657.0,8.55 Earths,2016,Neptune-like,0.251,0.76,False,135.7121315534674
1736,Kepler-1238 b,5001.0,4.38 Earths,2016,Super Earth,0.07,0.9,False,893.877551020408
1737,Kepler-1239 b,8191.0,8.75 Earths,2016,Neptune-like,0.191,0.82,False,239.85088128066664
1738,Kepler-123 b,3432.0,0.174 Jupiters,2014,Gas Giant,0.255,0.9,False,850.4525951557092
1739,Kepler-123 c,3432.0,2.79 Earths,2014,Super Earth,0.172,1.48,False,94.30773391022176
1740,Kepler-1240 b,2003.0,1.6 Earths,2016,Super Earth,0.259,1.57,False,23.851761303498755
1741,Kepler-1241 b,3053.0,7.41 Earths,2016,Neptune-like,0.065,0.64,False,1753.8461538461536
1742,Kepler-1242 b,2225.0,5.73 Earths,2016,Neptune-like,0.156,0.64,False,235.4536489151874
1743,Kepler-1243 b,2861.0,3.71 Earths,2016,Super Earth,0.099,0.64,False,378.53280277522697
1744,Kepler-1244 b,2492.0,2.39 Earths,2016,Super Earth,0.103,0.96,False,225.2804222829673
1745,Kepler-1245 b,2809.0,2.67 Earths,2016,Super Earth,0.235,0.8,False,48.34766862833862
1746,Kepler-1245 c,2809.0,2.67 Earths,2016,Super Earth,0.202,0.74,False,65.43476129791196
1747,Kepler-1246 b,1419.0,2.42 Earths,2016,Super Earth,0.156,0.94,False,99.44115713346484
1748,Kepler-1247 b,3569.0,6.04 Earths,2016,Neptune-like,0.12,1.77,False,419.44444444444446
1749,Kepler-1248 b,1761.0,1.76 Earths,2016,Super Earth,0.128,0.83,False,107.421875
1750,Kepler-1249 b,5461.0,6.26 Earths,2016,Neptune-like,0.128,0.83,False,382.080078125
1751,Kepler-124 b,1387.0,0.315 Earths,2014,Terrestrial,0.121,0.69,False,21.51492384399973
1752,Kepler-124 c,1387.0,3.71 Earths,2014,Super Earth,0.208,0.82,False,85.75258875739645
1753,Kepler-124 d,1387.0,1.41 Earths,2014,Super Earth,0.105,1.21,False,127.89115646258504
1754,Kepler-1250 b,4472.0,4.35 Earths,2016,Super Earth,0.212,1.28,False,96.7871128515486
1755,Kepler-1251 b,2815.0,4.04 Earths,2016,Super Earth,0.211,0.51,False,90.7436939871072
1756,Kepler-1252 b,2701.0,3.43 Earths,2016,Super Earth,0.066,0.51,False,787.4196510560147
1757,Kepler-1253 b,1272.0,2.33 Earths,2016,Super Earth,0.171,0.98,False,79.68263739270202
1758,Kepler-1254 b,2205.0,3.02 Earths,2016,Super Earth,0.164,0.89,False,112.28435455086256
1759,Kepler-1254 c,2205.0,2.24 Earths,2016,Super Earth,0.149,1.09,False,100.89635601999912
1760,Kepler-1254 d,2205.0,2.27 Earths,2016,Super Earth,0.119,1.1,False,160.29941388320037
1761,Kepler-1255 b,4384.0,5.99 Earths,2016,Neptune-like,0.138,0.75,False,314.5347616047049
1762,Kepler-1256 b,2812.0,2.83 Earths,2016,Super Earth,0.116,0.75,False,210.31510107015453
1763,Kepler-1257 b,3526.0,2.92 Earths,2016,Super Earth,0.117,0.75,False,213.30995689970047
1764,Kepler-1258 b,2124.0,0.566 Earths,2016,Terrestrial,0.207,1.12,False,13.2091764101846
1765,Kepler-1259 b,2296.0,2.63 Earths,2016,Super Earth,0.133,1.36,False,148.6799706031997
1766,Kepler-125 b,601.0,6.21 Earths,2014,Neptune-like,0.136,0.87,False,335.74826989619373
1767,Kepler-125 c,601.0,0.33 Earths,2014,Terrestrial,0.077,0.99,False,55.65862708719852
1768,Kepler-1260 b,3396.0,3.78 Earths,2016,Super Earth,0.128,0.77,False,230.712890625
1769,Kepler-1261 b,2593.0,5.73 Earths,2016,Neptune-like,0.136,1.36,False,309.7967128027681
1770,Kepler-1262 b,3761.0,3.97 Earths,2016,Super Earth,0.141,1.36,False,199.68814445953427
1771,Kepler-1263 b,2267.0,1.55 Earths,2016,Super Earth,0.223,1.36,False,31.168935631120675
1772,Kepler-1264 b,2655.0,1.76 Earths,2016,Super Earth,0.158,1.08,False,70.50152219195641
1773,Kepler-1265 b,1895.0,2.39 Earths,2016,Super Earth,0.202,0.77,False,58.57268895206352
1774,Kepler-1266 b,2939.0,7.18 Earths,2016,Neptune-like,0.162,0.98,False,273.58634354519126
1775,Kepler-1267 b,5311.0,9.32 Earths,2016,Neptune-like,0.102,0.8,False,895.8093041138026
1776,Kepler-1268 b,4586.0,4.78 Earths,2016,Super Earth,0.105,0.98,False,433.560090702948
1777,Kepler-1269 b,2316.0,3.29 Earths,2016,Super Earth,0.12,0.69,False,228.47222222222223
1778,Kepler-126 b,780.0,2.92 Earths,2014,Super Earth,0.23,0.76,False,55.19848771266541
1779,Kepler-126 c,780.0,3.12 Earths,2014,Super Earth,0.269,1.2,False,43.11714874034355
1780,Kepler-126 d,780.0,6.8 Earths,2014,Neptune-like,0.181,1.09,True,207.5638716766888
1781,Kepler-1270 b,3927.0,11 Earths,2016,Neptune-like,0.145,1.15,False,523.1866825208086
1782,Kepler-1271 b,2887.0,2.79 Earths,2016,Super Earth,0.125,1.36,False,178.56
1783,Kepler-1272 b,2923.0,6.21 Earths,2016,Neptune-like,0.237,1.36,False,110.55920525556802
1784,Kepler-1273 b,4420.0,6.76 Earths,2016,Neptune-like,0.236,1.36,False,121.37316862970413
1785,Kepler-1274 b,1987.0,2.6 Earths,2016,Super Earth,0.296,3.38,False,29.674945215485764
1786,Kepler-1275 b,4175.0,2.79 Earths,2016,Super Earth,0.132,1.23,False,160.12396694214874
1787,Kepler-1276 b,1915.0,1.81 Earths,2016,Super Earth,0.211,1.09,False,40.65497181105546
1788,Kepler-1277 b,1977.0,3.19 Earths,2016,Super Earth,0.222,0.91,False,64.72688905121338
1789,Kepler-1278 b,2424.0,1.01 Earths,2016,Super Earth,0.127,2.17,False,62.62012524025048
1790,Kepler-1279 b,3317.0,3.71 Earths,2016,Super Earth,0.132,1.36,False,212.9247015610652
1791,Kepler-127 b,1163.0,2.54 Earths,2014,Super Earth,0.106,1.21,False,226.05909576361697
1792,Kepler-127 c,1163.0,7.56 Earths,2014,Neptune-like,0.143,0.92,False,369.70022984009006
1793,Kepler-127 d,1163.0,7.46 Earths,2014,Neptune-like,0.09,1.16,False,920.9876543209876
1794,Kepler-1280 b,3282.0,4.16 Earths,2016,Super Earth,0.156,1.33,False,170.94017094017096
1795,Kepler-1281 b,3556.0,3.33 Earths,2016,Super Earth,0.128,1.61,False,203.2470703125
1796,Kepler-1282 b,3673.0,3.02 Earths,2016,Super Earth,0.12,1.61,False,209.72222222222223
1797,Kepler-1283 b,4736.0,4.31 Earths,2016,Super Earth,0.167,1.32,False,154.54121696726304
1798,Kepler-1284 b,2779.0,1.92 Earths,2016,Super Earth,0.146,0.83,False,90.07318446237568
1799,Kepler-1285 b,1187.0,0.871 Earths,2016,Terrestrial,0.138,0.89,False,45.73618987607645
1800,Kepler-1286 b,3751.0,5.27 Earths,2016,Neptune-like,0.17,1.25,False,182.35294117647052
1801,Kepler-1287 b,3350.0,2.99 Earths,2016,Super Earth,0.108,0.79,False,256.34430727023323
1802,Kepler-1288 b,2332.0,1.46 Earths,2016,Super Earth,0.087,1.28,False,192.8920597172678
1803,Kepler-1289 b,3454.0,2.92 Earths,2016,Super Earth,0.192,0.98,False,79.21006944444444
1804,Kepler-128 b,1308.0,0.77 Earths,2013,Super Earth,0.137,0.94,False,41.02509457083488
1805,Kepler-128 c,1308.0,0.9 Earths,2013,Super Earth,0.1,1.29,False,89.99999999999999
1806,Kepler-1290 b,4309.0,2.6 Earths,2016,Super Earth,0.136,1.17,False,140.57093425605535
1807,Kepler-1291 b,3203.0,3.39 Earths,2016,Super Earth,0.211,1.64,False,76.14384223175581
1808,Kepler-1292 b,4586.0,3.97 Earths,2016,Super Earth,0.227,1.64,False,77.04399464379281
1809,Kepler-1293 b,2512.0,0.871 Earths,2016,Terrestrial,0.127,0.93,False,54.002108004216005
1810,Kepler-1294 b,3653.0,10.3 Earths,2016,Neptune-like,0.148,0.8,False,470.2337472607744
1811,Kepler-1295 b,4100.0,3.02 Earths,2016,Super Earth,0.162,0.93,False,115.0739216582838
1812,Kepler-1296 b,2058.0,0.693 Earths,2016,Terrestrial,0.087,1.28,False,91.5576694411415
1813,Kepler-1297 b,3249.0,0.871 Earths,2016,Terrestrial,0.285,0.97,False,10.72329947676208
1814,Kepler-1298 b,1624.0,2.27 Earths,2016,Super Earth,0.138,0.89,False,119.19764755303508
1815,Kepler-1299 b,4410.0,9.17 Earths,2016,Neptune-like,0.081,0.83,False,1397.6527968297517
1816,Kepler-129 b,1349.0,6.21 Earths,2014,Neptune-like,0.087,0.99,False,820.4518430439953
1817,Kepler-129 c,1349.0,7.04 Earths,2014,Neptune-like,0.117,2.0,True,514.2815399225655
1818,Kepler-12 b,2950.0,0.432 Jupiters,2011,Gas Giant,0.266,0.91,False,1940.4466052348912
1819,Kepler-1300 b,2469.0,2.45 Earths,2016,Super Earth,0.091,1.13,False,295.85798816568047
1820,Kepler-1301 b,2662.0,2.54 Earths,2016,Super Earth,0.259,1.13,False,37.86467106930427
1821,Kepler-1302 b,2371.0,2.63 Earths,2016,Super Earth,0.146,1.13,False,123.3814974666917
1822,Kepler-1303 b,2952.0,2.6 Earths,2016,Super Earth,0.122,1.79,False,174.68422467078744
1823,Kepler-1304 b,2225.0,5.86 Earths,2016,Neptune-like,0.125,0.81,False,375.04
1824,Kepler-1305 b,4381.0,4.19 Earths,2016,Super Earth,0.128,0.82,False,255.73730468750003
1825,Kepler-1306 b,3686.0,4.31 Earths,2016,Super Earth,0.127,1.0,False,267.2205344410688
1826,Kepler-1307 b,4554.0,6.66 Earths,2016,Neptune-like,0.204,0.81,False,160.0346020761246
1827,Kepler-1308 b,238.0,0.0933 Earths,2016,Terrestrial,0.168,0.96,False,3.305697278911564
1828,Kepler-1309 b,2756.0,6.21 Earths,2016,Neptune-like,0.17,0.97,False,214.878892733564
1829,Kepler-130 b,1042.0,1.04 Earths,2014,Super Earth,0.22,1.08,False,21.487603305785125
1830,Kepler-130 c,1042.0,8.75 Earths,2014,Neptune-like,0.046,0.34,False,4135.160680529301
1831,Kepler-130 d,1042.0,3.33 Earths,2014,Super Earth,0.211,0.8,False,74.79616360818491
1832,Kepler-1310 b,1902.0,2.67 Earths,2016,Super Earth,0.215,1.03,False,57.76095186587345
1833,Kepler-1311 b,2300.0,2.07 Earths,2016,Super Earth,0.075,1.03,False,368.0
1834,Kepler-1311 c,2300.0,1.98 Earths,2016,Super Earth,0.128,0.88,False,120.849609375
1835,Kepler-1312 b,995.0,5.06 Earths,2016,Neptune-like,0.111,1.4,False,410.6809512214917
1836,Kepler-1313 b,610.0,3.75 Earths,2016,Super Earth,0.109,1.4,False,315.62999747496
1837,Kepler-1314 b,1507.0,22.9 Earths,2016,Neptune-like,0.187,0.92,False,654.8657382252852
1838,Kepler-1315 b,1647.0,2.48 Earths,2016,Super Earth,0.157,0.85,False,100.61260091687288
1839,Kepler-1316 b,2456.0,12.3 Earths,2016,Neptune-like,0.456,0.59,False,59.1528162511542
1840,Kepler-1317 b,2394.0,3.05 Earths,2016,Super Earth,0.123,0.75,False,201.59957697137943
1841,Kepler-1318 b,1549.0,9.85 Earths,2016,Neptune-like,0.316,1.12,False,98.64204454414356
1842,Kepler-1319 b,372.0,2.36 Earths,2016,Super Earth,0.139,0.79,False,122.14688680710104
1843,Kepler-131 b,751.0,16.13 Earths,2014,Super Earth,0.277,0.7,False,210.2203860339636
1844,Kepler-131 c,751.0,8.25 Earths,2014,Super Earth,0.12,0.54,False,572.9166666666666
